"Game Title","User Rating","Age Group Targeted",Price,Platform,"Requires Special Device",Developer,Publisher,"Release Year",Genre,Multiplayer,"Game Length (Hours)","Graphics Quality","Soundtrack Quality","Story Quality","User Review Text","Game Mode","Min Number of Players"
"Pillars of Eternity II: Deadfire",29.9,Teens,52.56,"Nintendo Switch",No,"Rockstar Games",Activision,2019,Simulation,No,9.5,Ultra,Good,Average,"Disappointing game, but the gameplay is amazing.",Offline,3
"PokÃ©mon Scarlet & Violet",18.6,Kids,23.8,"Nintendo Switch",No,Nintendo,Valve,2018,Party,Yes,28.6,Medium,Good,Poor,"Solid game, but the graphics could be better.",Online,7
"Red Dead Redemption 2",31.1,Teens,28.22,Xbox,No,Nintendo,"Electronic Arts",2019,Simulation,Yes,52.3,Ultra,Good,Excellent,"Amazing game, but the graphics could be better.",Online,3
"Counter-Strike: Global Offensive",21,Teens,21.06,PlayStation,No,Bungie,Valve,2021,Simulation,Yes,31.6,High,Good,Poor,"Solid game, but the gameplay is amazing.",Online,5
Hades,20.1,Teens,34.95,PC,No,Capcom,"Electronic Arts",2016,RPG,No,10.3,Ultra,Good,Excellent,"Great game, but the graphics could be better.",Offline,8
Minecraft,27.5,"All Ages",46.04,PC,No,Bungie,"Take-Two Interactive",2016,Strategy,Yes,12.2,Ultra,Average,Excellent,"Solid game, but the gameplay is amazing.",Offline,2
"League of Legends",28.5,"All Ages",40.38,PlayStation,No,"Epic Games","Epic Games",2020,RPG,No,24.2,Medium,Excellent,Average,"Solid game, but too many bugs.",Online,8
"Halo Infinite",13,Kids,22.35,PlayStation,Yes,"CD Projekt Red",Capcom,2021,Adventure,No,11,High,Poor,Excellent,"Solid game, but the graphics could be better.",Offline,10
"Among Us",22.7,Kids,42.77,PlayStation,No,"CD Projekt Red","Electronic Arts",2023,Adventure,Yes,6.5,Low,Good,Good,"Amazing game, but too many bugs.",Online,1
"FIFA 24",45.7,Adults,57.5,PC,No,Capcom,"Take-Two Interactive",2016,Shooter,No,54.7,Low,Average,Excellent,"Great game, but too many bugs.",Offline,8
"Pillars of Eternity II: Deadfire",17.6,"All Ages",23.61,PC,No,"Rockstar Games","Electronic Arts",2023,Action,Yes,18.2,High,Excellent,Average,"Solid game, but the graphics could be better.",Offline,4
"Overwatch 2",12.7,Adults,21.98,Xbox,Yes,"Game Freak",Activision,2016,Strategy,Yes,5.1,High,Average,Poor,"Solid game, but too many bugs.",Offline,7
Minecraft,30.3,Teens,31.63,PC,Yes,"CD Projekt Red","Square Enix",2014,Action,Yes,53.2,High,Average,Excellent,"Amazing game, but the gameplay is amazing.",Offline,8
"Call of Duty: Modern Warfare 2",32.7,Teens,40.15,PC,Yes,"CD Projekt Red","Epic Games",2010,Fighting,Yes,36.9,Ultra,Poor,Poor,"Disappointing game, but the graphics could be better.",Offline,2
"Fall Guys",40.4,"All Ages",50.51,Mobile,No,"Game Freak","Take-Two Interactive",2021,RPG,Yes,50.9,Low,Poor,Poor,"Great game, but the gameplay is amazing.",Offline,8
"Half-Life: Alyx",30.5,"All Ages",41.45,Mobile,Yes,Innersloth,"Square Enix",2012,Simulation,No,35.2,Low,Poor,Good,"Great game, but the graphics could be better.",Offline,1
"Rocket League",16.6,Adults,26.9,Mobile,Yes,Bungie,Valve,2017,Shooter,No,9.4,High,Excellent,Good,"Amazing game, but too many bugs.",Offline,2
"Tomb Raider (2013)",22,Kids,20.4,"Nintendo Switch",Yes,Innersloth,Valve,2020,Action,No,36.1,Medium,Good,Average,"Solid game, but the graphics could be better.",Online,10
"The Legend of Zelda: Breath of the Wild",32.9,Teens,45.88,PC,Yes,"Epic Games",Innersloth,2023,Shooter,No,32.8,Medium,Average,Excellent,"Amazing game, but too many bugs.",Offline,10
"The Witcher 3: Wild Hunt",24.1,Adults,37.55,"Nintendo Switch",No,"Rockstar Games",Innersloth,2013,Party,No,16.3,Ultra,Good,Average,"Amazing game, but too many bugs.",Offline,3
"Mario Kart 8 Deluxe",31.2,Adults,30.32,Xbox,Yes,Innersloth,"Take-Two Interactive",2011,Sports,Yes,55.5,Ultra,Excellent,Good,"Amazing game, but too many bugs.",Online,4
Tetris,36.4,"All Ages",43.22,PC,Yes,Valve,Innersloth,2020,Puzzle,No,49.1,Medium,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,2
"Rocket League",34.6,Teens,38.08,Xbox,Yes,Innersloth,Valve,2022,Strategy,Yes,49.4,Low,Poor,Excellent,"Solid game, but too many bugs.",Offline,2
"Super Mario Odyssey",41.6,Teens,53.52,"Nintendo Switch",Yes,Innersloth,"Square Enix",2017,Party,No,54.6,Medium,Average,Excellent,"Solid game, but the gameplay is amazing.",Offline,4
"Pillars of Eternity II: Deadfire",39.3,Kids,56.95,Mobile,Yes,Valve,"Electronic Arts",2022,Fighting,No,37.4,Ultra,Good,Poor,"Great game, but the graphics could be better.",Offline,7
"The Sims 4",15.9,Kids,24.71,"Nintendo Switch",No,"EA Sports",Capcom,2021,Simulation,No,5.8,Ultra,Good,Excellent,"Amazing game, but the graphics could be better.",Online,2
"Among Us",24.5,"All Ages",34.29,Xbox,No,Valve,"Epic Games",2017,RPG,Yes,19.5,High,Good,Good,"Disappointing game, but too many bugs.",Offline,7
"Tomb Raider (2013)",15.1,"All Ages",22.11,Mobile,No,"Rockstar Games",Capcom,2015,Puzzle,Yes,11.9,High,Poor,Good,"Great game, but the graphics could be better.",Online,4
Tetris,26.6,Adults,24.75,PlayStation,No,"CD Projekt Red",Innersloth,2015,Action,No,53.4,Low,Excellent,Good,"Disappointing game, but the graphics could be better.",Online,1
"Grand Theft Auto V",37.6,Adults,58.53,Mobile,Yes,Nintendo,Capcom,2013,Strategy,No,21.7,Ultra,Average,Excellent,"Great game, but the gameplay is amazing.",Offline,3
"Spelunky 2",33.5,Teens,58.28,"Nintendo Switch",No,Valve,"Epic Games",2014,Fighting,Yes,11.2,High,Average,Good,"Solid game, but the graphics could be better.",Online,5
Cuphead,30.3,Kids,55.84,PC,Yes,"CD Projekt Red",Activision,2016,Adventure,Yes,6.8,Low,Excellent,Poor,"Great game, but the gameplay is amazing.",Online,10
"The Sims 4",28.9,Kids,50.25,PC,Yes,"Game Freak","Electronic Arts",2015,Simulation,No,14.2,Ultra,Good,Average,"Disappointing game, but too many bugs.",Online,6
"Stardew Valley",16.9,"All Ages",22.05,PlayStation,No,"Epic Games",Capcom,2021,Adventure,No,18.6,Ultra,Average,Average,"Amazing game, but the graphics could be better.",Online,1
"Animal Crossing: New Horizons",18,Teens,30.9,Mobile,Yes,Valve,Innersloth,2010,Adventure,No,14.9,Ultra,Good,Excellent,"Amazing game, but the graphics could be better.",Offline,8
"Stardew Valley",40.6,Adults,42.52,"Nintendo Switch",Yes,Valve,"Take-Two Interactive",2011,Action,No,59.1,Low,Average,Good,"Disappointing game, but the graphics could be better.",Offline,6
"The Witcher 3: Wild Hunt",19.4,Teens,21.08,Xbox,Yes,"EA Sports",Valve,2020,Action,No,23.9,Medium,Average,Good,"Disappointing game, but the graphics could be better.",Online,7
"Pillars of Eternity II: Deadfire",37.6,"All Ages",51.62,"Nintendo Switch",No,Bungie,Activision,2022,Puzzle,Yes,42.6,Ultra,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,2
"The Sims 4",26,"All Ages",47.73,"Nintendo Switch",No,"EA Sports",Innersloth,2013,Sports,No,12.3,Low,Poor,Excellent,"Amazing game, but too many bugs.",Online,2
"PokÃ©mon Scarlet & Violet",21.5,Kids,24.62,"Nintendo Switch",No,Innersloth,Capcom,2020,Shooter,No,26.7,Low,Excellent,Average,"Disappointing game, but too many bugs.",Offline,5
"The Legend of Zelda: Breath of the Wild",28.5,Kids,52.02,"Nintendo Switch",Yes,Valve,"Square Enix",2015,Puzzle,No,5.2,Ultra,Excellent,Good,"Disappointing game, but the gameplay is amazing.",Offline,4
"Mario Kart 8 Deluxe",35.6,Adults,56.52,Mobile,No,"Epic Games","Epic Games",2014,Action,Yes,23,Medium,Good,Average,"Solid game, but too many bugs.",Online,4
"1000-Piece Puzzle",32.6,Kids,50.66,Mobile,Yes,"Epic Games",Capcom,2021,RPG,Yes,19.1,Ultra,Good,Excellent,"Great game, but too many bugs.",Online,2
"Rocket League",29.3,Teens,58.25,PC,No,"Game Freak","Epic Games",2017,Fighting,Yes,7.1,Ultra,Excellent,Average,"Disappointing game, but the graphics could be better.",Online,10
"Stardew Valley",35.8,Teens,40.54,"Nintendo Switch",Yes,Valve,"Epic Games",2016,RPG,Yes,47,Low,Good,Excellent,"Disappointing game, but the graphics could be better.",Offline,3
"The Witcher 3: Wild Hunt",22.6,Teens,24.65,Xbox,No,"Game Freak","Square Enix",2010,Adventure,No,30.1,Low,Poor,Excellent,"Great game, but the gameplay is amazing.",Offline,10
"The Elder Scrolls V: Skyrim",33.1,Kids,39.57,Mobile,No,"Rockstar Games","Square Enix",2020,Adventure,Yes,44.9,High,Average,Average,"Solid game, but the gameplay is amazing.",Offline,8
"Just Dance 2024",23.7,"All Ages",29.13,Xbox,No,"CD Projekt Red","Take-Two Interactive",2012,Fighting,No,27.3,High,Excellent,Good,"Amazing game, but the gameplay is amazing.",Offline,2
"PokÃ©mon Scarlet & Violet",31.4,Teens,29.73,"Nintendo Switch",Yes,Capcom,Innersloth,2014,Action,No,52.1,Low,Poor,Excellent,"Great game, but the gameplay is amazing.",Offline,7
"Rocket League",27.2,"All Ages",35.65,PlayStation,No,"Game Freak","Epic Games",2013,Simulation,No,26.5,Medium,Poor,Excellent,"Disappointing game, but too many bugs.",Offline,7
"PokÃ©mon Scarlet & Violet",12,"All Ages",24.67,PlayStation,No,"Rockstar Games",Capcom,2014,Puzzle,Yes,5,Ultra,Excellent,Average,"Amazing game, but too many bugs.",Offline,10
"Super Smash Bros. Ultimate",32.4,"All Ages",33.54,"Nintendo Switch",Yes,"CD Projekt Red",Capcom,2023,Sports,No,49.8,Low,Poor,Average,"Great game, but the gameplay is amazing.",Online,7
"Bioshock Infinite",30.9,Teens,46.07,PC,No,Valve,Activision,2022,Action,No,27.1,Medium,Good,Good,"Amazing game, but too many bugs.",Offline,5
"Hitman 3",33.6,Kids,37.93,Mobile,No,"Epic Games",Valve,2022,Party,Yes,49,Ultra,Excellent,Poor,"Great game, but too many bugs.",Offline,5
"Overwatch 2",46.8,"All Ages",58.79,"Nintendo Switch",No,"Game Freak","Take-Two Interactive",2012,Fighting,No,56.5,Medium,Average,Average,"Disappointing game, but the graphics could be better.",Online,2
"Mario Kart 8 Deluxe",24.9,Teens,31.03,"Nintendo Switch",Yes,"Epic Games","Square Enix",2011,Fighting,Yes,25.5,Medium,Poor,Good,"Amazing game, but too many bugs.",Online,4
"Street Fighter V",39.4,Kids,47.37,Mobile,Yes,Innersloth,Capcom,2023,Strategy,Yes,53,Medium,Poor,Excellent,"Solid game, but the gameplay is amazing.",Online,6
Hades,19.7,Teens,30.83,PC,No,"Game Freak","Epic Games",2012,Puzzle,Yes,18.6,Low,Poor,Average,"Great game, but the gameplay is amazing.",Offline,3
"Ghost of Tsushima",29.1,Teens,38,PlayStation,Yes,"Epic Games",Activision,2019,Shooter,Yes,36,Low,Excellent,Average,"Great game, but the graphics could be better.",Offline,5
"The Witcher 3: Wild Hunt",12.9,Adults,23.89,PC,Yes,Valve,"Epic Games",2015,Action,Yes,8.5,Medium,Excellent,Poor,"Disappointing game, but too many bugs.",Offline,8
"Overwatch 2",30.9,Adults,47.43,"Nintendo Switch",Yes,Nintendo,Valve,2015,Shooter,No,18.4,Ultra,Excellent,Average,"Disappointing game, but the gameplay is amazing.",Online,8
"The Sims 4",32.4,"All Ages",41.53,"Nintendo Switch",Yes,Capcom,"Take-Two Interactive",2018,Action,Yes,45.4,High,Excellent,Excellent,"Great game, but the gameplay is amazing.",Online,6
"Half-Life: Alyx",25.2,Kids,28.76,"Nintendo Switch",Yes,Valve,Activision,2011,Action,No,42,Low,Good,Poor,"Great game, but too many bugs.",Online,4
"PokÃ©mon Scarlet & Violet",37.1,Kids,40.35,PC,Yes,Bungie,"Square Enix",2013,Fighting,No,56.9,Medium,Poor,Poor,"Solid game, but too many bugs.",Offline,10
"Halo Infinite",33.8,Adults,34.34,Xbox,No,"Game Freak",Nintendo,2014,Shooter,No,58,High,Good,Poor,"Solid game, but the gameplay is amazing.",Online,2
"League of Legends",20.9,Kids,35.17,PlayStation,No,Innersloth,Valve,2023,Puzzle,No,7.8,High,Excellent,Poor,"Amazing game, but the gameplay is amazing.",Offline,2
"Pillars of Eternity II: Deadfire",42.6,Kids,48.68,"Nintendo Switch",No,"Rockstar Games",Capcom,2013,Fighting,No,59.1,Low,Average,Good,"Amazing game, but the graphics could be better.",Offline,6
"Rocket League",20.6,Teens,22.35,PC,Yes,Capcom,Activision,2018,Shooter,No,26.7,High,Good,Average,"Amazing game, but the gameplay is amazing.",Online,8
"Half-Life: Alyx",24.3,Kids,44.8,Mobile,No,"CD Projekt Red",Capcom,2011,Party,No,12,High,Good,Excellent,"Amazing game, but the graphics could be better.",Online,4
"1000-Piece Puzzle",31.1,Adults,50.45,Xbox,Yes,"Game Freak",Valve,2015,Puzzle,Yes,24.2,Ultra,Good,Good,"Amazing game, but the gameplay is amazing.",Offline,8
"The Legend of Zelda: Breath of the Wild",36.8,Kids,46.54,"Nintendo Switch",Yes,Valve,Nintendo,2014,RPG,Yes,41.3,High,Excellent,Good,"Amazing game, but the gameplay is amazing.",Offline,7
"The Sims 4",14.4,"All Ages",20.71,Xbox,Yes,"CD Projekt Red",Activision,2018,Fighting,Yes,7.8,Ultra,Poor,Average,"Disappointing game, but the graphics could be better.",Offline,10
"The Sims 4",40.7,Teens,52.04,Xbox,No,"Epic Games","Electronic Arts",2016,RPG,Yes,51.9,Medium,Good,Good,"Great game, but too many bugs.",Online,10
"Pillars of Eternity II: Deadfire",16.4,Kids,26.53,Mobile,Yes,"EA Sports","Take-Two Interactive",2019,RPG,No,7.3,Low,Poor,Good,"Great game, but too many bugs.",Offline,6
"Tekken 7",21.5,Kids,27.46,PlayStation,Yes,Capcom,Valve,2019,Sports,No,26,High,Average,Average,"Great game, but too many bugs.",Online,7
"The Sims 4",33.8,Adults,40.63,Xbox,Yes,Bungie,Capcom,2016,Sports,Yes,40.7,Low,Poor,Excellent,"Great game, but the gameplay is amazing.",Online,7
"Bioshock Infinite",20.8,Teens,30.47,Mobile,No,Innersloth,"Epic Games",2023,Sports,No,22.5,Ultra,Poor,Average,"Amazing game, but the graphics could be better.",Offline,4
"Hitman 3",28,Kids,43.83,Mobile,Yes,"Game Freak",Valve,2014,Action,No,25.5,Ultra,Excellent,Average,"Disappointing game, but too many bugs.",Online,1
Fortnite,40.8,Teens,52.07,PC,Yes,"Epic Games","Take-Two Interactive",2013,Fighting,No,55.6,Medium,Excellent,Excellent,"Amazing game, but the gameplay is amazing.",Offline,7
Tetris,29.1,Teens,43.67,"Nintendo Switch",Yes,"Game Freak",Valve,2010,Simulation,Yes,29.4,High,Good,Poor,"Amazing game, but the graphics could be better.",Online,10
"Sid Meierâ€™s Civilization VI",32.5,Adults,37.24,Xbox,No,Bungie,Activision,2020,Action,No,49.9,Medium,Poor,Excellent,"Amazing game, but too many bugs.",Offline,7
"1000-Piece Puzzle",40.9,Kids,55.02,Mobile,No,Bungie,Nintendo,2023,Strategy,No,44.7,High,Good,Poor,"Solid game, but the graphics could be better.",Online,1
"Rocket League",33.6,"All Ages",36.79,"Nintendo Switch",Yes,"EA Sports",Activision,2020,Strategy,Yes,49.2,Medium,Good,Excellent,"Disappointing game, but the graphics could be better.",Online,8
"Super Smash Bros. Ultimate",24.3,Teens,38.98,Xbox,Yes,"Epic Games",Innersloth,2015,Strategy,No,18,Low,Excellent,Average,"Great game, but too many bugs.",Offline,8
"Pillars of Eternity II: Deadfire",36.8,Teens,57.68,PC,No,Capcom,"Epic Games",2015,Fighting,Yes,32.7,Medium,Good,Average,"Amazing game, but the gameplay is amazing.",Online,1
"Animal Crossing: New Horizons",29.2,Kids,46.15,"Nintendo Switch",Yes,Nintendo,"Epic Games",2014,Shooter,Yes,23.5,Low,Good,Excellent,"Solid game, but the graphics could be better.",Offline,10
Tetris,36.9,Adults,53.54,PC,No,Capcom,Capcom,2010,Adventure,Yes,38.6,High,Average,Excellent,"Great game, but the graphics could be better.",Online,1
Fortnite,33.1,Teens,45.47,Xbox,Yes,"Game Freak",Activision,2022,Sports,No,30.9,Low,Poor,Average,"Solid game, but too many bugs.",Online,5
"Kingdom Hearts III",31.8,Adults,45.09,PlayStation,Yes,Valve,Activision,2010,Sports,No,36.1,Ultra,Good,Average,"Great game, but the graphics could be better.",Offline,10
"Tekken 7",38.3,Adults,46.01,Mobile,No,Capcom,"Epic Games",2023,Action,Yes,50,Medium,Good,Excellent,"Solid game, but too many bugs.",Online,10
"Counter-Strike: Global Offensive",36.6,Adults,52.18,Mobile,No,Nintendo,Capcom,2017,Party,Yes,39,Low,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,4
"Kingdom Hearts III",24.9,"All Ages",28.31,PlayStation,Yes,Valve,"Take-Two Interactive",2012,Fighting,No,34.8,Ultra,Excellent,Poor,"Amazing game, but the graphics could be better.",Online,1
"Kingdom Hearts III",34.9,Adults,47.75,PC,Yes,Innersloth,Activision,2014,Adventure,No,39.1,Low,Good,Poor,"Solid game, but the graphics could be better.",Online,3
"Just Dance 2024",25.5,"All Ages",26.6,"Nintendo Switch",No,Capcom,Nintendo,2019,Fighting,No,46.6,Medium,Average,Excellent,"Amazing game, but the gameplay is amazing.",Offline,6
"Overwatch 2",41.1,Teens,57.32,PlayStation,Yes,"Epic Games","Epic Games",2011,RPG,Yes,40.3,Low,Excellent,Average,"Great game, but too many bugs.",Online,5
"Red Dead Redemption 2",31.1,"All Ages",41.44,PlayStation,Yes,Bungie,"Take-Two Interactive",2013,RPG,No,35.3,High,Average,Poor,"Great game, but the graphics could be better.",Online,7
"FIFA 24",42.3,Kids,58.08,"Nintendo Switch",Yes,Capcom,Activision,2011,Fighting,No,44.9,High,Excellent,Good,"Solid game, but the graphics could be better.",Offline,3
Cuphead,35.3,Adults,43.9,Mobile,Yes,Valve,Capcom,2012,Action,No,46.1,Low,Good,Poor,"Solid game, but too many bugs.",Offline,10
"Portal 2",22.9,Kids,30.74,Mobile,No,Capcom,"Take-Two Interactive",2016,Fighting,No,24.3,Medium,Good,Excellent,"Disappointing game, but the gameplay is amazing.",Online,3
"Tomb Raider (2013)",24.8,Kids,22.8,Xbox,No,Bungie,Activision,2022,Adventure,No,44.7,Medium,Good,Poor,"Great game, but too many bugs.",Offline,10
"Call of Duty: Modern Warfare 2",34.4,"All Ages",52,"Nintendo Switch",Yes,"Game Freak","Take-Two Interactive",2023,Strategy,Yes,28.8,Medium,Good,Poor,"Solid game, but the graphics could be better.",Online,10
"Pillars of Eternity II: Deadfire",32.1,Teens,41.38,Mobile,No,Valve,"Take-Two Interactive",2018,Shooter,Yes,34.3,Low,Good,Poor,"Great game, but the graphics could be better.",Offline,2
"The Elder Scrolls V: Skyrim",33.1,"All Ages",53.55,Xbox,No,"Game Freak","Square Enix",2015,Action,Yes,26.1,Medium,Poor,Good,"Amazing game, but the gameplay is amazing.",Offline,1
"Mario Kart 8 Deluxe",33.9,"All Ages",29.36,"Nintendo Switch",Yes,Bungie,Innersloth,2023,Party,No,58.5,Ultra,Average,Poor,"Amazing game, but the graphics could be better.",Offline,1
Fortnite,28.6,Teens,35.66,"Nintendo Switch",No,Capcom,Activision,2012,Simulation,No,41,High,Good,Poor,"Disappointing game, but too many bugs.",Offline,2
"FIFA 24",31.9,Teens,38.78,Xbox,No,Capcom,"Epic Games",2018,Simulation,No,39.4,Low,Good,Average,"Disappointing game, but the graphics could be better.",Online,10
"Among Us",29.3,Kids,23.79,"Nintendo Switch",Yes,Valve,"Epic Games",2023,Adventure,Yes,57.7,Ultra,Poor,Good,"Solid game, but too many bugs.",Offline,10
"Hitman 3",19.6,"All Ages",24.11,PlayStation,No,Bungie,"Square Enix",2018,Party,No,26.3,Low,Average,Average,"Solid game, but too many bugs.",Online,10
"Mario Kart 8 Deluxe",26.9,Adults,28.45,Xbox,No,"Rockstar Games",Innersloth,2019,Simulation,Yes,47.6,Low,Poor,Average,"Amazing game, but the graphics could be better.",Online,7
"Hitman 3",24.1,Kids,30.48,Mobile,Yes,"Epic Games",Innersloth,2014,Adventure,No,32,Low,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Online,8
"Sid Meierâ€™s Civilization VI",37.6,Kids,58.35,Xbox,Yes,"Game Freak","Epic Games",2011,Action,Yes,22.6,Low,Good,Poor,"Disappointing game, but the graphics could be better.",Online,5
"Bioshock Infinite",40.8,"All Ages",48.78,PlayStation,No,Capcom,Valve,2013,Sports,No,49.5,Low,Average,Good,"Amazing game, but the gameplay is amazing.",Offline,10
"The Witcher 3: Wild Hunt",20.4,"All Ages",29.31,Xbox,No,"CD Projekt Red","Electronic Arts",2022,Adventure,No,13.5,Ultra,Good,Good,"Great game, but the graphics could be better.",Online,7
"Call of Duty: Modern Warfare 2",45.1,Kids,58.03,PlayStation,No,"EA Sports","Take-Two Interactive",2019,Sports,Yes,58,Ultra,Poor,Poor,"Disappointing game, but too many bugs.",Offline,6
"1000-Piece Puzzle",18.4,"All Ages",21.64,Mobile,Yes,Innersloth,Activision,2016,Puzzle,No,26.5,Low,Excellent,Average,"Solid game, but the gameplay is amazing.",Online,4
"Bioshock Infinite",17.7,Teens,28.24,Xbox,Yes,Innersloth,"Epic Games",2010,Fighting,Yes,6.1,High,Good,Excellent,"Amazing game, but too many bugs.",Online,7
"Pillars of Eternity II: Deadfire",39.4,Kids,46.68,Xbox,No,Bungie,"Epic Games",2015,Strategy,No,55.5,Ultra,Good,Average,"Solid game, but too many bugs.",Online,5
"Super Mario Odyssey",33.6,Teens,29.75,PlayStation,Yes,Bungie,Valve,2020,Action,Yes,58.3,Medium,Poor,Average,"Amazing game, but too many bugs.",Offline,1
